# BUSCO version is: 5.1.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	MCIC6FC_003662-T1	2672.0	2829	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	MCIC6FC_001457-T1	1083.5	2120	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	MCIC6FC_021494-T1	2688.2	1783	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	MCIC6FC_006676-T1	1644.1	1437	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Missing
4466at4751	Complete	MCIC6FC_002162-T1	1446.2	1738	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	MCIC6FC_000962-T1	2209.5	1404	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Fragmented	MCIC6FC_001954-T1	203.5	545	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	MCIC6FC_000703-T1	506.8	676	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	MCIC6FC_004855-T1	984.3	868	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	MCIC6FC_006418-T1	1369.7	1241	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Fragmented	MCIC6FC_000381-T1	249.5	290	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Fragmented	MCIC6FC_000148-T1	172.3	506	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Fragmented	MCIC6FC_001925-T1	494.9	506	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	MCIC6FC_004880-T1	1791.4	1403	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Fragmented	MCIC6FC_009028-T1	651.6	635	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Complete	MCIC6FC_002079-T1	517.6	752	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Duplicated	MCIC6FC_015884-T1	1374.3	987	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	MCIC6FC_013564-T1	1369.5	990	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	MCIC6FC_008500-T1	1360.9	998	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	MCIC6FC_017996-T1	1359.7	991	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	MCIC6FC_004729-T1	1193.2	978	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	MCIC6FC_001862-T1	252.1	444	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	MCIC6FC_002585-T1	160.0	554	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
