# BUSCO version is: 5.1.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	MCICRS_021028-T1	2621.3	2789	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	MCICRS_027329-T1	1129.6	2156	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	MCICRS_017313-T1	2878.1	1783	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	MCICRS_023304-T1	1562.4	1362	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Missing
4466at4751	Complete	MCICRS_010630-T1	1563.2	1818	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	MCICRS_020871-T1	3018.8	1889	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Duplicated	MCICRS_022074-T1	524.4	786	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
5995at4751	Duplicated	MCICRS_022073-T1	522.2	770	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	MCICRS_019006-T1	401.9	936	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	MCICRS_024929-T1	756.2	799	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Duplicated	MCICRS_014864-T1	336.4	1010	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6377at4751	Duplicated	MCICRS_003278-T1	329.1	1059	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Fragmented	MCICRS_004331-T1	42.2	185	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Fragmented	MCICRS_025893-T1	329.1	366	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Complete	MCICRS_020773-T1	191.8	641	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	MCICRS_009832-T1	459.7	588	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	MCICRS_009374-T1	1938.3	1397	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Fragmented	MCICRS_002219-T1	559.4	579	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Complete	MCICRS_026233-T1	505.5	675	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Duplicated	MCICRS_004750-T1	1374.4	976	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	MCICRS_019523-T1	1372.2	997	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	MCICRS_008218-T1	1328.2	980	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	MCICRS_002462-T1	1223.1	889	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	MCICRS_030249-T1	234.5	399	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	MCICRS_014111-T1	176.8	555	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Fragmented	MCICRS_007557-T1	275.4	625	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	MCICRS_018310-T1	1147.7	795	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	MCICRS_014479-T1	1129.7	813	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Missing
14523at4751	Complete	MCICRS_017999-T1	903.3	879	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	MCICRS_023393-T1	337.9	761	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Fragmented	MCICRS_010302-T1	661.2	514	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	MCICRS_016409-T1	742.7	592	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Complete	MCICRS_022235-T1	165.0	529	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Duplicated	MCICRS_004670-T1	1138.4	780	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	MCICRS_002160-T1	1101.9	764	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	MCICRS_003691-T1	1101.5	752	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	MCICRS_017642-T1	1071.0	713	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	MCICRS_010770-T1	1057.6	733	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Missing
21689at4751	Complete	MCICRS_026771-T1	531.0	613	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	MCICRS_014584-T1	1166.3	831	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	MCICRS_016652-T1	205.9	398	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Complete	MCICRS_021830-T1	1432.9	1080	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Complete	MCICRS_007358-T1	651.0	1012	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Complete	MCICRS_006854-T1	292.8	706	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	MCICRS_025922-T1	700.6	722	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Missing
26329at4751	Fragmented	MCICRS_015590-T1	498.4	647	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Complete	MCICRS_018589-T1	326.1	714	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Fragmented	MCICRS_019174-T1	394.4	518	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	MCICRS_019670-T1	767.0	652	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Fragmented	MCICRS_021180-T1	90.1	326	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34706at4751	Complete	MCICRS_012682-T1	508.6	632	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Complete	MCICRS_016232-T1	711.6	799	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Complete	MCICRS_029506-T1	341.5	503	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Duplicated	MCICRS_028440-T1	733.1	606	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	MCICRS_003462-T1	718.6	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	MCICRS_008500-T1	717.1	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	MCICRS_001491-T1	715.0	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
