# BUSCO version is: 5.1.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
494at4751	Complete	contig_42178	45470	60370	+	2701.7	2572	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	contig_1457	6961	17470	-	1095.6	2106	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	contig_14160	41540	47646	+	2431.2	1474	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	contig_49245	7062	12708	-	1593.7	1379	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Missing
4466at4751	Fragmented	contig_15368	161878	165562	+	551.2	813	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	contig_4321	7828	15194	+	3089.1	1856	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Fragmented	contig_55793	20841	23513	-	551.2	657	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Fragmented	contig_28926	29034	32964	+	249.9	592	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	contig_26748	5912	9572	+	600.5	717	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	contig_28798	1530	5562	-	1093.2	891	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Fragmented	contig_44392	330528	332192	+	45.0	186	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Fragmented	contig_55413	29367	31659	+	328.6	366	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Fragmented	contig_29751	38036	39292	+	161.4	402	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	contig_3301	94192	97142	-	531.1	615	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	contig_6879	112352	117392	+	1869.3	1372	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Fragmented	contig_51428	639812	642915	-	652.0	576	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Fragmented	contig_19464	24026	26034	+	426.0	399	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Duplicated	contig_12570	472550	476438	-	1385.7	990	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	contig_46098	213732	217625	-	1385.5	990	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	contig_50587	56178	60067	+	1382.9	998	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	contig_51237	109017	112893	+	1361.9	979	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	contig_16941	2888	7028	+	208.8	354	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Missing
13605at4751	Fragmented	contig_27282	98354	101895	-	437.6	842	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	contig_28282	43685	49321	-	1139.5	813	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	contig_43644	61659	65166	+	1114.4	692	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Missing
14523at4751	Complete	contig_976	68145	71618	-	801.7	789	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Fragmented	contig_21684	41807	44673	-	241.8	597	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Fragmented	contig_827	93610	95609	+	745.1	555	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	contig_2832	9417	12199	-	754.5	585	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Fragmented	contig_17157	35348	39731	+	135.0	331	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Duplicated	contig_46098	65623	68481	+	1139.3	778	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	contig_52764	29950	32713	-	1115.7	739	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	contig_51278	42223	45010	+	1104.2	736	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	contig_51428	180680	183517	+	1101.9	752	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	contig_37110	725986	728841	+	1101.9	763	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Duplicated	contig_634	95514	99219	-	571.1	597	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21651at4751	Duplicated	contig_41066	7110	10795	-	506.0	600	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	contig_32087	11412	13844	+	531.6	585	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	contig_20764	26854	30064	-	1214.9	830	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	contig_47706	50195	52668	-	182.4	367	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Complete	contig_32704	10617	15051	+	1430.9	1076	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Complete	contig_4781	45338	48887	+	617.2	879	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Fragmented	contig_10636	43189	43452	-	48.5	41	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	contig_43096	15387	18931	-	649.8	655	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Missing
26329at4751	Fragmented	contig_34545	102441	105108	-	463.6	683	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Fragmented	contig_6633	28589	31510	+	352.0	467	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	contig_32282	31392	33687	-	460.3	571	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	contig_39338	66625	69214	+	722.8	596	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Missing
34706at4751	Complete	contig_1890	141444	144668	+	589.5	709	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Fragmented	contig_31024	52068	54514	+	431.6	445	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Fragmented	contig_23695	1260	3053	+	239.0	311	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Duplicated	scaffold_51190	638986	641259	-	718.7	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_55546	233771	236071	+	717.2	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_52410	3184	5470	-	712.0	566	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_51428	384777	386985	-	711.0	586	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_51182	1850939	1853211	-	710.2	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_50842	416728	418977	-	685.4	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_52767	12771	15069	-	682.9	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_50533	16820	19070	+	676.5	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_53234	451830	454057	+	652.8	589	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_51267	22001	24205	-	623.4	543	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Duplicated	contig_30287	115815	118009	-	801.8	492	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37573at4751	Duplicated	contig_51983	7395	9753	-	682.8	458	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Fragmented	contig_8987	47202	48326	+	209.0	241	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Fragmented	contig_20337	3000	3948	+	131.9	193	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38184at4751	Complete	contig_37918	11069	13630	-	473.2	513	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
39833at4751	Complete	contig_36542	44800	47221	+	365.3	427	https://www.orthodb.org/v10?query=39833at4751	WD40-repeat-containing domain
43842at4751	Fragmented	contig_12290	101373	101653	+	90.7	70	https://www.orthodb.org/v10?query=43842at4751	Armadillo-type fold
46090at4751	Complete	contig_33030	50608	52603	-	311.7	714	https://www.orthodb.org/v10?query=46090at4751	ARM repeat-containing protein
46098at4751	Complete	contig_38330	42688	45929	-	811.1	686	https://www.orthodb.org/v10?query=46098at4751	P-loop containing nucleoside triphosphate hydrolase protein
46119at4751	Missing
46666at4751	Complete	contig_55311	2192	6057	+	746.8	856	https://www.orthodb.org/v10?query=46666at4751	Winged helix-like DNA-binding domain superfamily
46752at4751	Complete	contig_41089	29134	32340	+	612.5	732	https://www.orthodb.org/v10?query=46752at4751	GPI ethanolamine phosphate transferase 3
46918at4751	Complete	contig_36256	7142	9106	-	375.5	387	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
47592at4751	Complete	contig_18333	79706	82247	+	573.9	550	https://www.orthodb.org/v10?query=47592at4751	Eukaryotic translation initiation factor 3 subunit C
48708at4751	Complete	contig_59441	1063	4008	+	1077.9	810	https://www.orthodb.org/v10?query=48708at4751	Leucyl-tRNA synthetase
49476at4751	Complete	contig_29128	70248	72264	+	541.9	470	https://www.orthodb.org/v10?query=49476at4751	Dynamin, GTPase domain
49967at4751	Complete	contig_9673	1702	4808	+	594.2	533	https://www.orthodb.org/v10?query=49967at4751	Vacuole morphology and inheritance protein 14
50786at4751	Missing
50835at4751	Duplicated	contig_1284	112900	115844	-	838.3	613	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
50835at4751	Duplicated	contig_2270	234754	237639	-	752.3	615	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
52541at4751	Missing
52909at4751	Complete	contig_27101	7402	10246	+	653.7	660	https://www.orthodb.org/v10?query=52909at4751	26S proteasome regulatory subunit RPN1
53270at4751	Fragmented	contig_35854	42889	46954	+	417.1	565	https://www.orthodb.org/v10?query=53270at4751	UDP-glucose
54252at4751	Missing
54919at4751	Complete	contig_33185	42297	44899	-	328.4	363	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
56395at4751	Complete	contig_25383	6807	8436	+	240.7	325	https://www.orthodb.org/v10?query=56395at4751	Spindle pole body component
56432at4751	Fragmented	contig_50078	8634	9146	-	27.5	42	https://www.orthodb.org/v10?query=56432at4751	putative exocyst complex component sec8
56729at4751	Missing
57081at4751	Missing
58127at4751	Complete	contig_15446	125534	129238	-	202.5	597	https://www.orthodb.org/v10?query=58127at4751	K Homology domain, type 1
59795at4751	Complete	contig_27980	142762	145297	+	628.1	597	https://www.orthodb.org/v10?query=59795at4751	Coatomer subunit gamma
61411at4751	Complete	contig_53674	12426	14874	+	208.5	295	https://www.orthodb.org/v10?query=61411at4751	WD40-repeat-containing domain
61438at4751	Complete	contig_25255	2677	5667	+	468.2	538	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61857at4751	Complete	contig_57811	12617	14333	-	116.2	414	https://www.orthodb.org/v10?query=61857at4751	Exocyst complex protein EXO70
62846at4751	Duplicated	contig_54589	46740	49553	-	349.1	433	https://www.orthodb.org/v10?query=62846at4751	Ribosome biogenesis protein tsr1
62846at4751	Duplicated	contig_54589	7440	10254	+	342.9	431	https://www.orthodb.org/v10?query=62846at4751	Ribosome biogenesis protein tsr1
63635at4751	Complete	contig_4683	119677	122513	-	690.1	663	https://www.orthodb.org/v10?query=63635at4751	AP-2 complex subunit alpha
63838at4751	Complete	contig_2433	77028	79464	+	242.0	304	https://www.orthodb.org/v10?query=63838at4751	AP complex subunit beta
64002at4751	Complete	contig_30516	10260	12272	+	516.4	455	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64498at4751	Duplicated	contig_51425	1844088	1845938	+	424.1	520	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
64498at4751	Duplicated	contig_50818	29238	31067	+	387.5	487	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
64498at4751	Duplicated	contig_50471	32985	34811	+	383.0	512	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
64498at4751	Duplicated	contig_51258	141436	143265	-	382.6	512	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
64498at4751	Duplicated	contig_48982	515339	517168	+	380.9	487	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
65334at4751	Missing
65499at4751	Complete	contig_9862	48511	50594	-	494.0	474	https://www.orthodb.org/v10?query=65499at4751	AP-1 complex subunit gamma
66151at4751	Fragmented	contig_37086	4832	7009	-	336.3	401	https://www.orthodb.org/v10?query=66151at4751	Tetratricopeptide repeat
67284at4751	Missing
67399at4751	Complete	contig_9644	22021	24934	+	557.6	480	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67806at4751	Fragmented	contig_22285	53339	55859	+	213.4	284	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
68466at4751	Complete	contig_15487	86770	88942	-	846.2	606	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68881at4751	Missing
71039at4751	Complete	contig_59262	5642	9102	+	884.8	713	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71046at4751	Complete	contig_11216	26646	28908	+	473.0	543	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
73383at4751	Complete	contig_17105	40852	42947	-	618.9	454	https://www.orthodb.org/v10?query=73383at4751	DNA topoisomerase I
73477at4751	Complete	contig_7240	22997	24487	-	426.7	362	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73771at4751	Complete	contig_37831	55104	58169	+	677.3	593	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
75033at4751	Missing
75456at4751	Fragmented	contig_23362	125315	126500	+	39.7	115	https://www.orthodb.org/v10?query=75456at4751	Vps53-like, N-terminal
75463at4751	Complete	contig_45537	2581	5051	-	612.6	577	https://www.orthodb.org/v10?query=75463at4751	Mitochondrial intermediate peptidase
75709at4751	Complete	contig_58439	45678	49709	-	835.2	740	https://www.orthodb.org/v10?query=75709at4751	Lysophospholipase NTE1
75976at4751	Complete	contig_28809	22474	24905	+	544.5	492	https://www.orthodb.org/v10?query=75976at4751	Calcium permease family membrane transporter
76196at4751	Complete	contig_51425	3183830	3185062	+	411.9	345	https://www.orthodb.org/v10?query=76196at4751	Histidine biosynthesis trifunctional protein
76893at4751	Complete	contig_51174	5823	7732	-	796.1	506	https://www.orthodb.org/v10?query=76893at4751	ATPase, AAA-type, conserved site
76975at4751	Fragmented	contig_1341	59760	61274	-	117.6	188	https://www.orthodb.org/v10?query=76975at4751	Exocyst complex component Sec5
78289at4751	Complete	contig_17815	216808	218912	-	572.2	510	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78665at4751	Complete	contig_47293	6283	8058	+	280.8	394	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
79262at4751	Duplicated	contig_39876	386848	388498	-	582.6	484	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79262at4751	Duplicated	contig_52131	20211	21860	-	575.4	484	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79262at4751	Duplicated	contig_52770	60220	61869	+	572.9	484	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79262at4751	Duplicated	contig_5183	32807	34609	+	568.6	413	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79294at4751	Duplicated	contig_28678	49105	51199	+	669.0	446	https://www.orthodb.org/v10?query=79294at4751	Bifunctional purine biosynthesis protein ADE17
79294at4751	Duplicated	contig_43911	57722	59815	+	652.7	447	https://www.orthodb.org/v10?query=79294at4751	Bifunctional purine biosynthesis protein ADE17
79797at4751	Missing
79988at4751	Missing
81295at4751	Complete	contig_31419	67961	70226	-	767.8	441	https://www.orthodb.org/v10?query=81295at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
81614at4751	Missing
81687at4751	Duplicated	contig_32444	12207	13990	-	724.5	474	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
81687at4751	Duplicated	contig_32444	6774	8557	+	724.5	474	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
84250at4751	Missing
84829at4751	Duplicated	contig_26825	310135	311851	+	221.6	192	https://www.orthodb.org/v10?query=84829at4751	DUF747-domain-containing protein
84829at4751	Duplicated	contig_52144	6252	7968	+	221.6	192	https://www.orthodb.org/v10?query=84829at4751	DUF747-domain-containing protein
85793at4751	Missing
86293at4751	Duplicated	contig_54124	544228	545595	-	124.5	311	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
86293at4751	Duplicated	contig_51182	563579	564922	-	121.3	310	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
86293at4751	Duplicated	contig_55673	67620	69032	-	118.3	332	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
