# BUSCO version is: 5.1.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
494at4751	Complete	contig_18980	87007	98103	-	1900.6	1559	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	contig_9011	123774	134266	-	1060.7	2015	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Duplicated	contig_29507	74882	80760	+	1605.3	1765	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
1866at4751	Duplicated	contig_18051	134460	140445	-	1591.9	1766	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	contig_24607	68689	74334	+	1593.7	1379	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Missing
4466at4751	Fragmented	contig_13028	317341	321592	-	1327.0	1132	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	contig_5745	447591	454953	-	1969.2	1244	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Fragmented	contig_11924	29983	32609	+	212.6	416	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	contig_4218	70760	73947	+	451.3	619	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	contig_22947	1529	5567	-	1075.3	891	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	contig_23927	6193	11159	-	1413.2	1136	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Missing
7545at4751	Fragmented	contig_982	121818	122939	-	147.8	374	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Fragmented	contig_11824	151249	154201	+	387.1	477	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	contig_23160	12489	17145	+	1846.2	1362	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Fragmented	contig_30733	540474	543581	-	667.4	618	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Fragmented	contig_12662	42839	44831	+	393.9	396	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Duplicated	contig_30874	258138	262029	+	1395.9	990	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	contig_29472	253611	257500	+	1380.6	990	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	contig_30170	112988	116878	-	1379.6	990	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	contig_27322	145207	148845	+	1365.9	956	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	contig_11547	5968	10113	-	246.8	378	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Missing
13605at4751	Fragmented	contig_12209	200867	205223	+	419.6	869	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	contig_35733	152603	156337	-	786.0	872	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	contig_2370	163939	167121	+	778.5	651	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	contig_31440	67460	69846	+	736.8	736	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	contig_28134	121559	124762	-	697.2	796	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	contig_31877	6610	10191	+	695.6	796	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	contig_27906	1248464	1251364	+	684.1	802	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	contig_16862	51226	56340	+	1578.5	1267	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	contig_28268	56796	59866	-	787.4	749	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Fragmented	contig_19407	19171	22105	-	239.1	584	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	contig_26799	2014	4309	-	390.1	566	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Fragmented	contig_305	37593	39516	+	483.4	429	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Complete	contig_14864	197475	200238	-	148.4	494	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Duplicated	contig_23247	2543917	2546775	+	1139.3	778	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	contig_31806	63720	66579	+	1138.5	775	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	contig_27406	476978	479833	-	1100.0	764	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	contig_28134	3579	6402	+	993.6	720	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Complete	contig_21644	1539	4990	+	786.9	646	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	contig_32907	31545	34829	+	528.5	609	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	contig_20306	26976	30188	-	992.3	728	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	contig_13845	5913	8388	-	171.7	367	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Complete	contig_767	108129	112563	+	1430.3	1076	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Fragmented	contig_6353	184352	186809	-	491.2	628	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Fragmented	contig_11189	37364	37975	+	36.9	97	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	contig_16227	148940	152340	-	624.7	630	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Missing
26329at4751	Fragmented	contig_23487	125254	127921	+	471.1	683	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Complete	contig_32590	28544	31220	+	395.5	591	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	contig_11389	61655	63676	+	478.9	548	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	contig_9084	265756	268364	+	727.3	627	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Fragmented	contig_31053	42797	43633	+	99.7	193	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34706at4751	Complete	contig_2874	23575	26550	-	488.7	652	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Fragmented	contig_4678	151965	154724	-	552.0	540	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Complete	contig_1511	7969	11060	-	320.9	445	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Duplicated	contig_30733	284986	287252	-	751.2	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_24670	233870	236144	+	719.4	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_25042	1537611	1539884	-	718.7	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_23247	365632	367904	+	710.2	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_30661	22096	24294	-	678.4	602	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_27408	9118	11359	-	666.0	559	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_31804	12721	15000	-	652.0	583	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	contig_31467	15011	17263	+	649.7	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Complete	contig_1875	266107	268364	-	805.4	498	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Complete	contig_33893	6929	8681	-	232.5	303	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Missing
38184at4751	Complete	contig_5739	244059	246837	-	553.0	549	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
39833at4751	Complete	contig_17316	5672	8353	+	360.8	443	https://www.orthodb.org/v10?query=39833at4751	WD40-repeat-containing domain
43842at4751	Missing
46090at4751	Complete	contig_17140	18446	20437	+	271.5	690	https://www.orthodb.org/v10?query=46090at4751	ARM repeat-containing protein
46098at4751	Complete	contig_35428	11550	14770	+	772.2	634	https://www.orthodb.org/v10?query=46098at4751	P-loop containing nucleoside triphosphate hydrolase protein
46119at4751	Missing
46666at4751	Fragmented	contig_11531	93379	96290	-	451.2	495	https://www.orthodb.org/v10?query=46666at4751	Winged helix-like DNA-binding domain superfamily
46752at4751	Complete	contig_25145	29231	32409	+	623.4	758	https://www.orthodb.org/v10?query=46752at4751	GPI ethanolamine phosphate transferase 3
46918at4751	Complete	contig_16139	3336	5631	+	375.5	410	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
47592at4751	Complete	contig_10644	166663	169205	+	593.0	558	https://www.orthodb.org/v10?query=47592at4751	Eukaryotic translation initiation factor 3 subunit C
48708at4751	Complete	contig_1185	9969	12521	-	954.1	677	https://www.orthodb.org/v10?query=48708at4751	Leucyl-tRNA synthetase
49476at4751	Missing
49967at4751	Complete	contig_13236	24022	27024	+	675.3	572	https://www.orthodb.org/v10?query=49967at4751	Vacuole morphology and inheritance protein 14
50786at4751	Missing
